,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
213594,213595,B00141OVJA,A4M6KDPANOBF5,W. Chang,2,3,5,1300924800,my dog's favorite,"This is the only one treat my dog really gets into.<br />Every time I struggled to sneak out from the house and leave my dog behind,<br />this treat is the only one works for me for the moment.<br />He even doesn't see me to eat this..<br /><br />Made in china but my dog have been eating this for over 2 years and he's still very healthy!"
76519,76520,B001E5DX4U,A2EKHKP0S9ETU4,"Anonymous ""Anonymous""",1,2,5,1203379200,BB Honey Nut O's,"I really like this product.  I would not say it tastes like Honey Nut Cheerio's.  I would say it has more of a corn taste.  I like it because it is not really really sweet, it is just right."
182623,182624,B000W5SLEU,A2XDPKOXKMKXZM,C. Smth,8,8,5,1235088000,Great stuff,"My terrier mix is a very picky eater, so we have tried almost every one of the higher quality dog foods out there and my dog likes this best. This is also one of the best made dog foods in my opinion. 70% meat and zero grain. The only thing was figuring out the correct amount to feed her each day. As this is a very high protein food(42%), the portions we feed are half of ""normal"" protein food. My dog is very active, so she has no problem burning off the high calorie count of this food(almost 500 cal per cup). So even though the cost per bag is high, it is really no more expensive than ""normal"" brands in the long run. Watch for weight gain in larger dogs, my friend tried this stuff with his big Lab mix and he put on to much weight. My only complaint would be that my dogs coat doesnt seem to shine like it did with some other brands. I now top this food off with a squirt of salmon oil and her coat really shines. The best thing about this food is that my dog just loves the taste. I would recommend trying."
520323,520324,B000XY08PK,A1AUT86USBDOHA,Mike,0,0,4,1308009600,Great office/desk plant!,"Doing very well after several months in the office, great addition.  Plus the bonsai is easy to trim and keep tidy.  Make great lasting gifts."
444700,444701,B00375LB4Y,A2BPB05QNCE00B,Stacey B.,0,0,5,1347580800,Great for crafting,I'm using these sprinkles for resin so I cannot comment on the taste or how they would stand up in baking.<br /><br />I use these inside my resin pieces to add cuteness and they work great. They are brightly colored and I love that they come in such a large package. These will last me a while.
201417,201418,B001KTA1S6,A28D95BPOYOOW9,"Ellenlee36 ""Ellens Pride""",1,1,5,1326412800,yummy candy,it was a gift for a friend she loved it!!she told me she will not share with anyone including her own son oh well
381580,381581,B00376ZEY6,A916WJ2F5HCKP,Karen Baldwin,4,4,5,1289952000,THE best caramels EVER!,"I first tasted these at a little wine shop in Massachusetts.  I immediately went home and ordered a bag on Amazon.  My favorite flavor is the celtic sea salt.  Some sweet...some salt...a smooth creamy feel with a little salt crunch.  Oh so amazing.  My son loves them, my friends love them.....we are totally addicted!  You must try these!"
2141,2142,B002BB7EWI,A18OJ0ERS7S2J1,Smart Shopper,1,1,3,1304121600,Not impressed,"I really wanted my kids to love it: these are very convenient on the go and should be delicious... or so it seemed. Unfortunately, none of the kids cared for it -- it tastes like stage 1 baby food (very bland) and is very runny too, so it can get quite messy if you squeeze a little too hard or if the child drops it."
400055,400056,B002IEVJRY,A2XSY4L7GDHV4W,"Robert T. Brennan ""Rob_1970""",0,0,3,1332374400,Average canned coffee drink made with quality ingredients,"The Illy Issimo canned coffee is a decent tasting coffee beverage, not stale or acidic tasting, but not flavorful or fresh enough for my tastes. I enjoy Cappuccino that is very robust and rich, but this drink tasted similar to the many average tasting canned coffee drinks on the market.  The cappuccino taste is very sweet with a hint of chocolate and milky flavors, but not rich and creamy (the way I like Cappuccinos).  There is also 18 grams of sugar, and the can is only 8.45 ounces.  The caffeine and energy I received from the drink was respectable, similar to a regular cup of coffee.  I do like the fact that the drink is Kosher certified, made with real cocoa powder and sugar (not high fructose corn syrup).  The beverage is also and not made from milk containing rBST.  Unfortunately, the product's taste falls short compared to some of the better canned coffee beverages I have tried."
460032,460033,B005BRHVD6,AM6QFTTPUU0Y6,LooknMyEyes,0,0,5,1344124800,GU Review,"The GU Mandarin Orange Energy Packet is an excellent suppliment for long bike rides.  Small, convenient, and easy to carry.  Very easy to open, tastes good, no mess, and packet can be discarded or stored in riding jersey for trash later.  Highly recommend when you need the boost on your ride."
384831,384832,B0017T2OSO,A2VPMHJSA5P7QQ,G G,0,1,1,1294444800,Awful taste,This made us sick.  Perhaps we got a bad batch.  We won't purchase this again and would not recommend it.<br />Would like to add that Amazon Customer service was awesome in our correspondence with this product!
401474,401475,B00451U7T4,A3TJ7R6UL2QA2S,Working Man,0,0,4,1323388800,Daybreak,"Currently our preferred morning coffee. Not too strong, not too light and all the flavor one needs. We also buy the K-Cups for daily use. Good everyday coffee."
397210,397211,B0096ARSSW,A28YY69KK96616,"Kevin M. Helsel ""BiG-K""",12,24,1,1349049600,price too high,i want to try these  (but not for $15) lower the price and maybe i'll buy and try them out for me myself and others
290874,290875,B005HG9ESG,#oc-R2HWL8UHAIMFRS,"Backroads ""Scatter-brained book fan""",0,0,5,1345680000,Very hydrating,"I'm pregnant, and for whatever reason am feeling constantly thirsty.  This was an absolute blessing.  The additives don't leave too strange a taste, and I found it very hydrating--it's nice to have something quench my thirst. The bottle size is great, making this the sort of all-day bottle you can take wherever.  Very impressed with the product."
185283,185284,B002O3SAJE,AFVH2OLW69Y5B,"J. L. Vaughan ""MensaGirl""",1,1,5,1275609600,Delicious - surpising!,"We bought ours in Barcelona, Spain. It's amazingly GOOD, as Sasha reports! Dark, creamy. We made ours strong, and added a tsp of sugar. Mmmm. Now I am searching for another jar on line.... I have not found it in any store here in the US (yet?)"
324774,324775,B0009PCP6S,A3UCTAQHGJ57QU,doctordog,1,2,3,1330819200,watch prices,I just paid $3.00 for the 6 oz tin so watch the pricing....you can still get it for a bit cheaper here but only if you purchase the large multi pack
556429,556430,B000FP0JY2,A14FD0O1GSCB3B,Britt,0,0,1,1294185600,Did Not Receive What We Ordered,Sellers image does not match item they shipped to us. We had purchased this exact catnip from a local Pet Smart in the large plastic cylinder container identical to the image displayed by the seller on Amazon. When we received our shipment - it came in a small plastic bag.<br /><br />This item is not as advertised - 1. By the image 2. By the weight
188527,188528,B001EO6A4G,A2IFYWQ4RC21NE,L. Shively,0,0,4,1327017600,Quite Good,"Quite tasty and very sugary. Reminded me of the crusty edge of a pan of brownies, dry and crumbly instead of moist and chewy. Unlike a previous reviewer, I did not find it lacking in chocolaty flavor. I did find however that it is hard to only eat 3, the serving size. The price at Marshalls is much more reasonable so I would suggest checking there first."
297736,297737,B000VZQTXG,A190WD324CGNBF,RAM,0,0,5,1343865600,Great Stuff!,"My grandmother (who immigrated from England a lot of years ago) would always bring with her on a visit to us a box or more of 'Callard & Bowser' candies that she got stateside. She said as a young girl in England, she would always get these as a treat! As I recall, they were more of a butterscotch than a toffee, but they too were made with butter and were VERY good!! Well, unfortunately, Callard & Bowser are no more...why Nestle, why?? Well ,anyway, I bought these hoping to get a 'little bit of heaven' from the Walker Treacle Toffees.  I did, I did! They aren't the same as the C&B candies, but they are in the same league! I love these, and it is very difficult to not eat more than one should! I highly recommend them! Just a footnote: they have a stronger flavor due to the Treacle or molasses in them.  They really are oh so good tho'..."
367000,367001,B001AIQP8M,A3EJNJXJUJRWCW,K. L. Coleman,0,0,3,1340668800,Stale cookies.,"These cookies are always my favorite. They taste just like Famous Amos cookies! However, when I ordered them from amazon every other bag was stale even within the expiration date the taste was not the same. I was super dissapointed and it even prevented me from ever buying these again."
222046,222047,B00723MKVK,A2BK3Z3E2QL89P,Anita Bucsay Damron,3,3,5,1332374400,My favorite Starbucks blend!,"I have tried all the Via blends, and my favorite by far is still Starbucks Tribute.  It was so sad when they ran out last year.  My back-up is the Columbian, always good, but I have always loved Sumatra.  The cherry is a note, and does not come across as a 'flavor'.  I do not like flavored coffee.  I heat this in the microwave for two minutes in a mug of 1% organic milk.  Yummy!<br /><br />Starbucks writes:  . . . ""Spicy & Cherry"" and ""With beans from all three of the world's coffee-growing regions . . . Aged Sumatra, sun-dried beans from Ethiopia, and coffees from Papua New Guinea and Colombia come together to create this spicy and full-bodied blend with dark cherry notes."""
160697,160698,B001BOQ3SW,A3OYPP8NRW7GFP,"dEadDollY ""dD""",2,2,5,1318118400,Best brand out there...,"I have 7 dogs.  All various breeds and sizes.  I was looking for a brand without additives that all my dogs would benefit from.  I have a few that need to lose weight.  Wellness makes the best product.  I buy the small bites for my little ones....pieces are small and they love it.  I but the Healthy weightCORE for my ""dieters"" and mix it with canned green beans or peas and carrots.  So far my Golden, who was an overweight rescue at 129 pounds, has lost 19 pounds -- she's been on this food for about 7 months.  I buy the original CORE version for my baby bulldog, who had a lot of gas.  No more smells and ripples in the night!  Amazon has the best price for Wellness. And its shipped right to my home -- no lugging big bags back and forth.  Yes, it's more expensive than the other stuff--but it really works.  And that will cut down on future vet bills.  All my dogs are healthy and have nice shiny coats.  Priceless!  Wellness now has a SIMPLE version for those dogs who suffer with food allergies.  A family member has a little Teddy Bear with severe skin issues -- she'd scratch until raw and bloody.  She switched to the SIMPLE version of Wellness and has been itch free ever since.  Again...great brand!"
505475,505476,B000MXJR54,AK2MJT16M55L4,Mama Erin,4,12,1,1257120000,6 month old vomits after eating this,"My sweet 6 month old might have food allergies - he's thrown this up about three times now (last time I'll try with this.) He's been exclusively breastfed until now, and I've introduced sweet potato, pears, applesauce, squash, carrots and mixed veggies with no drama. I've noticed that this ceral not only contains rice, but soy, tuna, and pork-based gelatin. Going to a pediatric allergist tomorrow to check out what's going on. Poor baby! Would love to hear if anyone else has a similar story."
369244,369245,B001D0DMME,A1OHN8XKLYJ229,Marc Weinberg,1,1,5,1291766400,"Delicious, filling and convenient.","A banana or an apple, some yogurt and one of these bars...it's a filling, quick meal for super hectic days. Healthy and won't break the bank. Highly recommend these bars."
487540,487541,B007I6D1ZK,A36WGHR8TO5DKT,"Goldwave ""shopper""",0,0,4,1345420800,Mild and Interesting Cool Spiciness,"I admit that I still haven't figured out what this cheese might be ""ideal"" for, but I'm guessing roast beef sandwiches (haven't tried that yet).  I really liked it.  Although I dislike ""hot"" spicy foods, featuring ingredients such as chilis or cumin, I do find that I can enjoy those ""cool"" spicy foods like horseradish and wasabi.  To me, while they have a bite, they also seem to have a bit of a fresh breeze quality to them.  I suppose these spices help to clear the breathing passages.<br /><br />In any event - this is essentially a very mild cheese, with a mild horseradish effect (not so bland that you can't taste it, but not overwhelming).  I've had this cheese by itself on rye flatbread, which is an appealing and satisfying snack; on oatcakes (crackers) - again, very tasty and filling; and also with salmon salad on rye flatbread, which it suited very well.  I think this is a good cheese for using with fish because of the horseradish.<br /><br />The cheese is firmish, but not hard, crumbly or ""snappy"" - it cuts with a bit of a soft folding quality when at room temperature.  It has a very nice, creamy, even texture, is not mushy or sticky or otherwise unpleasant.  It seemed very fresh and the horseradish taste was very fresh and natural as well - there is no weird chemical effect or aftertaste - all in all very nicely done."
530371,530372,B000H23YZE,A11L90R7RWJA8H,"Phil (San Diego, CA)",0,0,5,1348358400,Spicy and delicious,"I usually try to glance at the ingredients list before posting about food products but I'm relieved to see that someone else has already verified that this contains no overt MSG (though the purveyors of chemical additives have a million euphemisms for it in an attempt to continue selling MSG).<br /><br />This cooks up in about half an hour, total time. Preparation is simple. Although the ingredients to be added list ground beef, I find that sausage works better. Still, I tried it with ground beef and if anything can make that boring staple edible, it's in this box.<br /><br />As you might expect, it's spicy, so I didn't even bother giving it to the kids. Their taste in food is limited, bland and boring. I am just done with having to settle for mac-n-bleah or rice-a-bleah anywhere on the plate so I cooked this for my wife and myself last night. I will be picking up more of this Tony Chachere's Dirty Rice even if I have to cook a batch and eat the leftovers for breakfast, lunch and dinner the next day. Matter of fact, I think I'll heat up some of last night's leftovers right now! Mmmmmmm!"
486439,486440,B008YJ2322,A59BC7H4T874H,"Anthony D'Atri ""Anthony11""",5,5,5,1233619200,This is the real stuff,"Don't confuse this with the Sriracha chili sauce that comes in a squeeze bottle.  This is more of a paste in texture, which a much more potent and robust taste."
166548,166549,B003AYGMNC,A1F5ZAV7NTGJA1,"D. L ""nature girl""",0,0,5,1314489600,My dog LOVES these,"My dog goes crazy when she sees me getting these out! They are healthy treats , and clean her teeth too. They are 18 in a pack for the small treats , so they go a long way. I research extensivley before I give my girl anything , I give her only healthy food and treats. I feel good about giving her these. They aren't a hard treat , say like pig ears. They are softer and they digest good. They don't break off in little pieces that can splinter. They are more of a hard but chewy treat. I highly reccomend them!"
113303,113304,B000N6BS8O,A1S0B5651E5NJW,Britton N. Purtee,2,3,5,1205884800,Wonderful product,This company has great customer service and quality products. I always receive my shipment quickly and they always call afterwards to make sure it has arrived. Wonderful price!
380199,380200,B002WF5JRK,A3GH8BZPQA5PQJ,wutang707,0,0,5,1322697600,veryy good,tastes and looks just like real cotton candy. and it lasts a while. ill buy some ina few months when i run out
377040,377041,B001EQ4Q8Q,A3K99TPUZXA1MB,laura patrick,3,4,1,1305936000,Disappointing,"If you are used to an organic water processed french roast decaf, don't try this coffee!!  I tried the Eight OClock Decaf beans based on good reviews here (and elsewhere admittedly) and was completely disappointed.  I felt that it lacked taste, body, aroma and that it had what I can only describe as a slightly bitter, metallic taste.  I drink my coffee black with no milk or sugar.  I guess coffee really is an individual thing!"
395972,395973,B001GE8N4Y,A2N3ZGV6UDL7C,C. Swonke,12,19,2,1262131200,A bit disappointed,"After reading all the rave reviews about Nielsen-Massey vanilla, I purchased the 32 oz. for my Thanksgiving pie baking and Christmas cookie baking.  I must say I was disappointed, and feel that the vanilla I purchase at Sam's Club is just as good or perhaps better.  This didn't add anything extra to any of my baked goods, but didn't hurt them either.  I would say it's just another vanilla, but way overpriced.  I won't be buying it again."
175556,175557,B000CR008I,A7VM84CT5LK7C,"Paul D. Pruitt ""socrtwo""",29,37,2,1153267200,Tasty but Burnt and Salty,"OK so pretzels are supposed to be salty, but these are a tad too salty.  They also have a burnt flavor.  You could say this is a distinctive smokey flavor, but 12 bags ahead of you with the prospects of an unsatisfied pallett is a mighty tall order.  On the other hand the subtle sweet flavors are good.  This is not your ordinary pretzel try them in safety first (instead of buying 12 bags).  Also note grocery items cannot be returned to Amazon!"
293128,293129,B001E6EJQU,A1GQUQJU2N88WS,"little gal ""crazy gal""",0,0,5,1177891200,Great taste; high in fiber,"I love this cereal, and eat it daily.  I used to buy the Vanilla Creme variety and add strawberries for a strawberry shortcake flavor.  Now, I just buy these instead!  Definitely recommend."
320707,320708,B000FAKUQY,A35B701Z30TKJC,"Reverend Rick ""Sea Lover""",0,1,5,1174348800,Excellent quality & flavor,"These are some of the best anchovies I have ever eaten. They are very flavorful, not too salty, and uniformly trimmed and packed."
99287,99288,B0009ETA76,A136KOIX7ZUJSU,Lindsay0721,0,1,5,1280188800,Great Deal,I have been taking these pills because I am breastfeeding and wanted to increase my supply. The price on Amazon.com is GREAT! I will always come back here to order online instead of going to my local health store.
496815,496816,B005HG9ET0,A1L1S42BOGPF96,John Flora,0,0,5,1345680000,Good to have on a long hot motorcycle ride,"I figured a 450-mile mid-August motorcycle ride would be a good way to evaluate Essentia 9.5 pH Drinking Water, so I poured a bottle of it into my CamelBak and set off from my home in northeast Arkansas for Indianapolis and the MotoGP races last Thursday morning.<br />The stuff kept me well hydrated and clear-headed all the way to Indy, which was a very good thing because we were overtaken by torrential rains just as we reached the city and had to negotiate flooding streets and rush-hour traffic to reach our motel, which wasn't where we remembered it because the interchange has been reconfigured.<br />Throughout it all, I never felt the ""out of it"" fatigue that goes with dehydration on a hot day. It's also easier on my stomach than regular tap water or ordinary bottled water.<br />Essentia will be my water of choice for future hot weather rides."
134800,134801,B001F0RJHG,A8GP8M3F69GCS,"bama from Huntsville ""Bama""",2,2,5,1275091200,Great Value for a LOT of M&Ms,"What can I say..Amazon does it again...A huge amount of M&M's for a very small price.<br />What makes this a good deal as well is that they are all the individually wrapped M&M packages.<br />These are a great size for snacks, desserts, etc. where you don't want to sit and eat 300 of them..."
168356,168357,B000LDOT58,A1I85Y08VRZ32Q,Jimmy Morelli,0,0,5,1254700800,These things rock,"This was a big shocker.  I got one a piece for my two dogs.  They went absolutely nuts over these things, as if they were getting a hot dog.  I used to buy them all the time until we left the toys behind on a vacation.  The dogs loved the jerky rings but not so much the cornstarch rings.  I would put the cornstarch rings on the outside and the jerky rings on the inside.  Somehow they would eat the jerky completely without touching the cornstarch.<br /><br />Its a good toy and treat to keep them busy and out of trouble.  The treats a fairly cheap as well as the toy.  These might be a bit big for small dogs but I strongly recommend them.  Great treat/toy."
247731,247732,B001E6GFZI,A1DPP74LXUOVD4,ARULRAJ JAYARAJ,0,0,5,1245974400,Fiber  One,Great product.<br />Highly recommended for the folks - who wanna have high fiber in the diet.
276551,276552,B0000V1BG6,A3ST0IP3YY01VR,"Haresh Mehta ""Hari""",2,2,1,1235779200,Not as satisfied...package was diff when product arrived,"I got sold on the product when I read the review and hope the only reason for the review was that people all over the world have different taste.<br /><br />The tea arrived in a package which does not match the picture...that's not a good start.<br /><br />The side of the package was not sealed and thus I believe the aroma compromised. I wish I had not purchased the tea from China Mist<br /><br />I actually tried another tea store in NY, Ito En. They have an online store too, which you may want to try. I would easily give it five stars or more"
399051,399052,B0038B3AGO,A2AJDXF8Y2Y7RP,N. Johnson,1,2,1,1343088000,I wish I could actually drink this stuff--it is impossible to palate.,"I've tried on 3 separate occasions to down this stuff and literally vomitted this and everything else I'd had all day up within minutes of drinking this.<br />I can't believe ANYONE can find this even doable--It tastes like dirt and burns going down-never experienced anything this revolting in my life and I had such high hopes for this product.<br />On another note, I tried the chocolate and orange creamsicle of Amazing Grass Superfood and I gotta say-night and day difference, no problems drinking either one of those.<br />I hate that I bought the bigger can of this wheatgrass powder and now I can't even return it."
119956,119957,B000ER6Y54,A3B6EK7CVA07B6,L.M. Prather,2,2,5,1255478400,Baby went wild for bananas!,"This is the first solid food my daughter (4 months 3 weeks) went wild for!  She loved the taste, but previous reviewers are right about this not tasting like an actual banana.  I'm just excited about finally finding a first food she loves!"
265678,265679,B000EDGBF6,A2UNPSQRE9749V,Stacy,0,0,4,1346716800,Taste great!,"I bought these for my 12 month old son. He loves blueberries so I thought these would be great to have on the go or when we don't have fresh berries to eat. They're a little crunchy then the other kinds they make, and do stain your hands, but they still taste great."
46466,46467,B002GJ9JWS,A370JSEX2A1CS0,rebecca schearer,0,0,5,1332720000,INcredible addition for cooking!,I was excited to mix this right away.  Reviews are saying smoothies and such but there is no limit to what you can cook with this amazing powdered product.  I feel as though the home cook has just been given a token!  A secret ingredient in one's pantry.  Begin by adding it to indian dishes.
427895,427896,B008FHUFAU,A2DST5AVBYQIAC,Brad,0,0,5,1348185600,My fav coffee,"This is all I drink out of my Keurig, very strong and tasty and wakes you right up.  Plus the design is very catchy too."
356224,356225,B000EMOCH6,A2MI068GEKE6SO,Gail D. Carrero,0,0,1,1282521600,Bad After Taste,This particular food item left a lot to be desired. The powdered cheese left a very bad after taste. I will not be purchasing this item again. The only positive plug I shall give is that the serving size is generous.
463133,463134,B002WDCEY8,A35Q0RBM3YNQNF,M. Hill,9,10,5,1278892800,The best tasting decaf T-Disc,"As background, I have had my Tassimo Coffeemaker for over a year and use it daily. My favorite use is a final cup of coffee in the evening after dinner. Rather than make an entire pot, the T-Disc permit a freshly brewed single cup.<br /><br />Although I am not a total fanatic, when making a full pot, I do grind coffee beans just before brewing coffee, use filtered water, and keep everything quite clean in order to obtain the best taste possible. My preference is strong bold coffee. When it comes to T-Discs I normally stick with <a href=""http://www.amazon.com/gp/product/B002WD93EW"">Starbucks Africa Kitamu Coffee (Bold), 12-Count T-Discs for Tassimo Coffeemakers (Pack of 2) [Amazon Frustration-Free Packaging</a>] and <a href=""http://www.amazon.com/gp/product/B002WDCAJ2"">Starbucks Caffe Verona Coffee (Bold), 12-Count T-Discs for Tassimo Coffeemakers (Pack of 2) [Amazon Frustration-Free Packaging</a>]. Of course, the difference between what one person thinks is good and another thinks is drek, is, well, a matter of taste.<br /><br />After dinner, I've often reached my caffeine limit for the day. Currently, there are only two decaffeinated T-Discs available -- Maxwell House and Gevalia. Normally I probably would not buy Maxwell House coffee but after plowing through a free sampler pack of Gevalia T-discs that was included with my Tassimo, I found the taste too harshly acidic. Perhaps with cream and sugar it is improved? I don't know, but since I drink my coffee black, it's irrelevant.<br /><br />I find the Maxwell House disc to be smooth and surprisingly good. I realize that different notes in coffee appeal to different palates, so keep that in mind. I certainly hope the future brings other decaffeinated varieties to choose from, but for the time being, I am quite happy."
508066,508067,B006N3IE6A,A2JDXQHOPZXIYX,"Kat the Catlover ""Kat the Catlover""",0,0,1,1309996800,If there were no other coffee in the house,"...I will drink this if all other coffee options are exhausted. The coffee has a vanilla/coconut smell but after a sip or two, I can't drink it. Would not purchase again and I'm having trouble even giving it away. I expected more from Wolfgang Puck."
385678,385679,B000EPR1KI,A1LYZQDDYM3VKW,kristina,0,0,5,1325376000,ginger snaps,"I eat these snaps by the pound, everyday, all day.  Anything ginger tastes good to me.  I'm signing up for the auto-ship, otherwise I'd make umpteen trips to the store.  Finding a cookie with unsulphured molasses is difficult & a requirement for me - I'm anaphylactic to sulphur.<br />My husband is now munching them too, so I'll have to double my order!<br />Thanks Mi-Del!  :)<br />Kristina"
228774,228775,B0058AMY10,A3UFRBCC1CSCSJ,mel,7,9,1,1298764800,The bags were damaged with holes and stains.,"The chips were great...for the first few bags. However, after the first bag or two, I noticed that the remaining bags were damaged. There were holes in each bag and black, sticky stains on the outside. Other reviewers who bought around the same time that I did are now claiming that they found rodent holes in their bags of chips.<br /><br />The chips came in a sealed Kettle box, so it's hard to say who screwed up. But someone somewhere screwed up. These chips were a health hazard before the holes in the bag. Now? It's like a game of roulette."
171286,171287,B000MC2SR4,A2E1KA7EK9YPB,Old Warhorse,0,1,2,1330214400,Sugary sweetness completely overpowers the tropical fruit flavor,"These gummies are far less chewy than any other gummy I've ever had and they were outright sugary.  I don't know if I happened on a bad batch, or if Haribo's Tropi-Frutti gummies are meant to be so sugary and less chewy, and I'm not talking sugary as a person who prefers less sugar, I'm talking sugary as in the amount of sugar completely over powers the fruit flavor.  I won't be buying these again, especially since Haribo makes so many other wonderful gummies."
388587,388588,B003V8Y4W8,A1K2DRL1KIZ8LC,Gaby,2,2,5,1282953600,BEST chips ever!,"I am such a fan of corazonas tortilla chips, and of all the different flavors, this one is by far my favorite. They taste so good I usually eat them without a dip.  Now the craziest part is that these chips are healthier than most - they contain whole grains and have cholesterol lowering ingredients. They are healthier and taste better, which makes them a win win in my book!"
98383,98384,B004GW6O9E,ACUK3FHHICCGB,Granny Dee,0,0,5,1348963200,Delicious!,"I can't have gluten, and I was amazed at how good these larabars are! Wholesome ingredients: just dates, peanuts, and a touch of sea salt. And they are incredibly good!"
561051,561052,B0012BSMHY,A2NLZ3M0OJV9NX,Mark Bodzin,0,0,2,1313107200,way too weak for my tastes,"What can i say, I love iced tea. I drink a lot of it, and love the convenience of these new individual serving size packets. I am also a big fan of Stash products, or rather of all the other stash products I have tried.<br />I purchased a case of all 4 varieties,  (when i say i drink iced tea, i am not kidding) and these were all way too weak when i mixed them in my 16 ounces water bottle.<br />I finally found that i needed to dissolve 2 packets in a small bit of hot water first (if not the tea clumped on me), and than add a packet of sweetener before adding the rest of the water just to make these palatable.<br />Over all I am very dissatisfied with the product and will stick with the other brands that are out on the market."
33775,33776,B003K3UVK8,A104U7RKT1PENC,WMS,3,3,4,1294185600,"VERY GOOD, A NEW PANTRY STAPLE","The noodle itself was clean, bland, and fresh in flavor.  The fishy odor in the packing liquid rinsed off quickly and completely.<br /><br />To prepare I drained the packing liquid then filled the package with warm tap water and poured it off three times.  Next I poured the noodls in a strainer and rinsed for about two minutes under running water.  Last, I soaked them for half an hour in warm tap water changing the water twice; then rinsed and drained.  This was over kill as the fishy odor was gone after the first rinse but I had heard so much negative about this I took no chances. Even so, rinsing was quick with each step taking two or three minutes.<br /><br />I cooked these using a dry roasting method.  In a no stick skillet pre heated on high, I cooked the drained noodles for exactly one minute. After cooking I removed the pan from the heat and added half a tablespoon of canola oil an a tablspoon of prepared stir fry sauce along with a sprinkle of dried seasonings.  Mix and serve.<br /><br />That's it.  One package was about a cup of noodles.  They are not pasta so if that's what you are looking for you will be disapointed.  They are a lot like celophane noodles found in some Asian recipies.  These were neither tough or chewey but had some 'bite' to them.<br /><br />I will definetly buy these again for Asian style noodle dishes."
480033,480034,B003IHO8OG,A331T5SMFXI2CY,Portia B,0,0,3,1346976000,Oddly familiar...,"I don't normally buy stuff like this, but my husband was in an odd mood and wanted to try one at a gas station. I don't really trust beverages like this that go so far into selling the supplement side of the beverage that they don't even mention flavors. I'm not against adding nutrients to drinks, but the benefits are limited and I view it as a beverage first and foremost. Anyway, Hubby wanted to try one. After he tried a sip he passed it on to me. I smelled it and said it smelled familiar but I couldn't place it, some kind of vitamin or medicine maybe. He just smiled and told me to drink it. I took a sip, and it tasted very much like it smelled. Then he filled me in on why it was familiar, it tastes exactly like Flinstones chewable vitamins, It even has a kind of chalky texture. In the end it wasn't disgusting, but it wasn't great either. If you really want a drinkable supplement and miss the taste of those chewy little vitamins, go ahead and try one."
358613,358614,B003CIBPN8,A19XPQ8TNMCL4B,Paul Sullivan,3,4,2,1276387200,Not as good as their box water,"I had been purchasing their boxed coconutwater and that seemed to vbe discontnued and order the lrger plasticbollted water and found the taste was diffeent. I do not know if the bttle changes the taste fr the box, but is was not the same. A little disappointed in Zico."
342311,342312,B000FA6GY4,A14ME2KRLRN2IQ,"Melissa Thomas ""Fiber Artist""",0,0,5,1338422400,Good but mix with other things and not too much,"We are gluten free and I like to use as little grains as possible. I thought this would be a nice and nutrient rich way to add some more flavor to our mixes. It is but has a very strange, bitter aftertaste if you use to high a proportion of this flour with other things. I would use it again, but be sparing."
506295,506296,B000UXY2EM,A1YE4BSKOM5ZCD,"Kees Vanprooijen ""Kees van Prooijen""",0,0,5,1306281600,great find,"Olives like these were our favorite at the olive stand on the ""Albert Cuyp"" market when we still lived in Amsterdam. So happy I found these online."
301614,301615,B001LN4IZS,AWM1SL1PYY3A3,Joseph Orellano,14,17,5,1240272000,Terry's Milk Chocolate Oranges are a treat not to be missed!,"The first time I had a Terry's Chocolate Orange was during Christmas, when our local ""Superstore USA"" stocked them.  I love chocolate.  And orange-flavored things are among my favorite flavors.  I never once imagined that combining the two flavors would yield one of my favorite desserts in the world!<br /><br />The folks in England got it right when they began to make Terry's Chocolate Oranges!  Buying these in bulk are totally worth the price you pay for them - they are meant to be savored.  One orange can last you a month if you really, really try - but they can also disappear in just a few hours, if you aren't careful!<br /><br />They might look like they're pretty delicate, but trust the label when you read ""Whack and Unwrap!""  Take the ball in your hand and turn the orange so the bottom of it is facing downward, find a sturdy surface like a kitchen countertop, then raise the orange up high, and whack it down hard onto the flat surface.  You'll feel the individual ""slices"" form, and then you can unwrap, pick out a slice, and savor its delicacies!<br /><br />Buy them today, so this can remain a staple in Amazon's food store!  I don't want them to disappear anytime soon!  I'm going to order another case in a few weeks!<br />1,000,000,000,000,000 Stars, if possible!!!"
